time_stamp,Open,High,Low,Close,company_id
2023-07-24,2481,2514.949951,2469.300049,2487.399902,1
2023-07-25,2494,2505.199951,2480,2485.800049,1
2023-07-26,2485,2547,2485,2526.199951,1
2023-07-27,2534.050049,2537.649902,2490.350098,2502.699951,1
2023-07-28,2512.050049,2542.850098,2500.550049,2527.850098,1
2023-07-31,2527.850098,2553.899902,2517.949951,2549.25,1
2023-08-01,2555,2559,2505.300049,2513.199951,1
2023-08-02,2509.199951,2512,2463.600098,2486.350098,1
2023-08-03,2475.300049,2500.899902,2458.050049,2475.899902,1
2023-08-04,2498.800049,2516,2471.600098,2509.550049,1
2023-07-24,1678.5,1684.650024,1670.099976,1678.400024,2
2023-07-25,1684.650024,1699,1678.400024,1696.599976,2
2023-07-26,1699.599976,1699.599976,1688,1690.699951,2
2023-07-27,1699.900024,1703,1667.449951,1673.150024,2
2023-07-28,1661.5,1668.900024,1641.099976,1643.5,2
2023-07-31,1650.050049,1656.800049,1638.699951,1651.199951,2
2023-08-01,1654.449951,1667.449951,1650,1662.25,2
2023-08-02,1642,1651.5,1633.150024,1640.5,2
2023-08-03,1640,1651.349976,1623,1628.650024,2
2023-08-04,1635.150024,1656.5,1629.25,1652.199951,2
2023-07-24,1341,1349.900024,1334.25,1336.599976,3
2023-07-25,1337,1342.849976,1324.25,1334.599976,3
2023-07-26,1343,1350,1339.400024,1348.849976,3
2023-07-27,1358.599976,1363.800049,1347.050049,1353.150024,3
2023-07-28,1353.849976,1363.849976,1336,1340.5,3
2023-07-31,1348.75,1357.5,1333.25,1355.699951,3
2023-08-01,1362,1369,1357,1365.199951,3
2023-08-02,1369.300049,1371.949951,1348.449951,1356.849976,3
2023-08-03,1350,1366.550049,1349,1364.300049,3
2023-08-04,1368.900024,1385.900024,1362,1378.349976,3
2023-07-24,1004.950012,1008.700012,990.0999756,992,4
2023-07-25,999,999,988.25,994.7000122,4
2023-07-26,993.0999756,997.75,990,996.4500122,4
2023-07-27,1002.549988,1006.5,987.2000122,990.25,4
2023-07-28,988,998.7000122,977.0499878,996.2000122,4
2023-07-31,996,999.4000244,988.5999756,998.2999878,4
2023-08-01,1001.650024,1003.700012,990.4500122,994.5499878,4
2023-08-02,985.25,994.0999756,977.5,986.9500122,4
2023-08-03,976.5499878,983,960.0499878,965,4
2023-08-04,968.6500244,976,961.25,970.5,4
2023-07-24,3381,3413.449951,3372.100098,3394.75,5
2023-07-25,3397.5,3406.800049,3380.199951,3399.149902,5
2023-07-26,3400.350098,3420.850098,3385,3388.300049,5
2023-07-27,3394.949951,3411.649902,3385.050049,3396.899902,5
2023-07-28,3385,3393.699951,3331,3355.399902,5
2023-07-31,3364.399902,3426.649902,3360.899902,3421.449951,5
2023-08-01,3415,3460,3415,3452.050049,5
2023-08-02,3434.949951,3446.399902,3413.600098,3440.649902,5
2023-08-03,3420,3433.25,3368,3399.949951,5
2023-08-04,3401.25,3471,3401.25,3443.550049,5
2023-07-24,1950,1950,1888.199951,1897.25,6
2023-07-25,1901,1902,1856.449951,1875.5,6
2023-07-26,1880,1897.900024,1875.650024,1895.300049,6
2023-07-27,1889,1902.599976,1862.550049,1873.75,6
2023-07-28,1869.599976,1885.800049,1861.099976,1876.849976,6
2023-07-31,1866,1875,1849.150024,1856.550049,6
2023-08-01,1850,1865.75,1844.400024,1850,6
2023-08-02,1840.550049,1847.900024,1818.050049,1823.699951,6
2023-08-03,1820.099976,1833.849976,1805.849976,1823.25,6
2023-08-04,1829,1842.800049,1811.150024,1838.5,6
2023-07-24,2604,2605.949951,2575,2580.25,7
2023-07-25,2580.199951,2586.600098,2562.300049,2568.149902,7
2023-07-26,2579.5,2598.800049,2572.300049,2583.300049,7
2023-07-27,2561,2583,2553,2569.850098,7
2023-07-28,2570,2593.75,2565.199951,2584.600098,7
2023-07-31,2575.050049,2582.899902,2554,2560.800049,7
2023-08-01,2570,2573.800049,2545,2551.100098,7
2023-08-02,2538,2573.449951,2536,2568.949951,7
2023-08-03,2557.949951,2561.050049,2537.199951,2551.300049,7
2023-08-04,2551.300049,2558.949951,2535.050049,2546,7
2023-07-24,493.4500122,499.7000122,468.1499939,471.3500061,8
2023-07-25,467.8999939,468.5,455.3999939,462.2999878,8
2023-07-26,464.8999939,473,462.0499878,472.25,8
2023-07-27,474.3999939,475.1499939,461.1000061,465.0499878,8
2023-07-28,467.7000122,469.4500122,463.3999939,468.4500122,8
2023-07-31,469,469.7000122,463.5,465.7000122,8
2023-08-01,466,468.8500061,463.7999878,464.7999878,8
2023-08-02,464.6000061,464.7999878,458,460.1000061,8
2023-08-03,460.1000061,463.75,454.2999878,456.0499878,8
2023-08-04,456.2999878,461.3999939,454.25,454.9500122,8
2023-07-24,615.0499878,621.9000244,614.2999878,617.6500244,9
2023-07-25,621.7999878,621.7999878,604.2000122,609.5999756,9
2023-07-26,612,616.3499756,609.1500244,615.1500244,9
2023-07-27,616.4000244,621.25,613.0999756,616.5499878,9
2023-07-28,616.4000244,619.9000244,613.5999756,616.0499878,9
2023-07-31,616.6500244,621,614.5,620.2000122,9
2023-08-01,620.2000122,620.8499756,610.5999756,611.8499756,9
2023-08-02,609.8499756,610.5,594.0999756,598.4500122,9
2023-08-03,598.7000122,600.8499756,585,590.5,9
2023-08-04,594.7999878,598.7000122,571.4000244,573.2999878,9
2023-07-24,3506,3568,3498.5,3543.699951,10
2023-07-25,3547.899902,3547.899902,3350,3400.399902,10
2023-07-26,3399.850098,3413,3365,3373,10
2023-07-27,3390,3414,3351,3369.399902,10
2023-07-28,3375,3399,3364.5,3390.699951,10
2023-07-31,3323.199951,3388,3323.149902,3377.350098,10
2023-08-01,3372,3385,3338,3342.949951,10
2023-08-02,3341.199951,3371.949951,3330.649902,3362.899902,10
2023-08-03,3370,3379.949951,3317.949951,3336.350098,10
2023-08-04,3338.149902,3373.300049,3323,3339.649902,10
2023-07-24,7581.649902,7644.799805,7560.350098,7581.600098,11
2023-07-25,7649.399902,7649.399902,7541.049805,7606.450195,11
2023-07-26,7635,7734,7331,7433.149902,11
2023-07-27,7577.899902,7577.899902,7267.700195,7284.100098,11
2023-07-28,7319,7394.600098,7210,7381.600098,11
2023-07-31,7345,7369.899902,7281.049805,7300.299805,11
2023-08-01,7300.299805,7330,7244,7269.700195,11
2023-08-02,7290,7290,7145,7203.450195,11
2023-08-03,7175,7224.299805,7018.049805,7108.350098,11
2023-08-04,7139,7205,7071.299805,7148.700195,11
2023-07-24,885,892.5999756,880.7999878,888.1500244,12
2023-07-25,888,894.7000122,879.0999756,883.6500244,12
2023-07-26,886.5,896.5,883.2999878,889.4000244,12
2023-07-27,889.3499756,901.4000244,888.1500244,895.1500244,12
2023-07-28,899.9000244,899.9000244,890.5499878,895.0999756,12
2023-07-31,894,897.7999878,885.25,889.9000244,12
2023-08-01,894.5,897.4000244,888.1500244,891.6500244,12
2023-08-02,883.2000122,890.6500244,872.5999756,878.0999756,12
2023-08-03,875,882.0499878,865.0999756,871.7000122,12
2023-08-04,869,892.9500122,866.2000122,889.6500244,12
2023-07-24,9770.049805,9815,9680,9694.799805,13
2023-07-25,9624,9774.950195,9616.799805,9758.599609,13
2023-07-26,9761.5,9810,9725.25,9756.349609,13
2023-07-27,9770,9827.150391,9691.650391,9753.599609,13
2023-07-28,9739,9750,9546.400391,9670.299805,13
2023-07-31,9670.299805,9837.700195,9606,9820.75,13
2023-08-01,9760,9892,9650.049805,9716.75,13
2023-08-02,9715,9793.450195,9520.349609,9653.799805,13
2023-08-03,9598.849609,9659.950195,9515.599609,9543.700195,13
2023-08-04,9560,9616,9427,9470.400391,13
2023-07-24,1120,1127.699951,1111,1112.900024,14
2023-07-25,1118.5,1119,1105.099976,1111.550049,14
2023-07-26,1110.199951,1120.849976,1110.099976,1115,14
2023-07-27,1115,1122.699951,1108.949951,1117.349976,14
2023-07-28,1114.050049,1118.5,1097.449951,1103.550049,14
2023-07-31,1108,1119.5,1096,1116.699951,14
2023-08-01,1120,1142,1111.900024,1138.5,14
2023-08-02,1137,1137,1121.5,1130.900024,14
2023-08-03,1126,1135.550049,1115.050049,1125.5,14
2023-08-04,1130.449951,1152.349976,1126,1144.349976,14
2023-07-24,22980.15039,23048.59961,22707.75,22820.09961,15
2023-07-25,23140,23140,22675.25,22772.90039,15
2023-07-26,22790.90039,22900,22702,22799.90039,15
2023-07-27,22859.19922,22900,22076.05078,22325.30078,15
2023-07-28,22325.30078,22631.84961,22187.30078,22480.90039,15
2023-07-31,22650,22654,22429.69922,22553.30078,15
2023-08-01,22608.30078,22690,22425,22593.69922,15
2023-08-02,22690,22938.15039,22510.59961,22882.30078,15
2023-08-03,22887.94922,22887.94922,22401.94922,22475.80078,15
2023-08-04,22495.94922,22698.84961,22412,22454.5,15
2023-07-24,406.2999878,408,403.5,404.0499878,16
2023-07-25,405.5,405.5,400,400.3999939,16
2023-07-26,403.5,403.6000061,401.3999939,402.75,16
2023-07-27,404,406.6000061,399,399.9500122,16
2023-07-28,401.0499878,402.8500061,396.5499878,398.75,16
2023-07-31,399.75,406,398.9500122,405.0499878,16
2023-08-01,405.5,408,404.0499878,406.9500122,16
2023-08-02,405.8999939,405.8999939,399,402.7999878,16
2023-08-03,402,402,397.0499878,399.6499939,16
2023-08-04,400.8500061,410,400.2999878,408.8500061,16
2023-07-24,8200,8244.150391,8088.399902,8219.849609,17
2023-07-25,8244.700195,8415,8244.700195,8393.299805,17
2023-07-26,8415.900391,8458.599609,8340,8352.349609,17
2023-07-27,8352,8390.799805,8255,8288.25,17
2023-07-28,8295,8341.650391,8225,8306.75,17
2023-07-31,8329,8410,8301.549805,8318.150391,17
2023-08-01,8347,8368,8270.599609,8281.799805,17
2023-08-02,8268,8315,8213.400391,8287.700195,17
2023-08-03,8285.099609,8285.099609,8080,8136.149902,17
2023-08-04,8178,8231.849609,8148.75,8158.149902,17
2023-07-24,1094,1107.349976,1092.5,1100.400024,18
2023-07-25,1110,1110,1090.800049,1095.050049,18
2023-07-26,1097.050049,1114.400024,1094.099976,1112,18
2023-07-27,1128,1155.349976,1116.300049,1134.949951,18
2023-07-28,1129.949951,1143.900024,1121.650024,1138.550049,18
2023-07-31,1140,1145,1127,1143.400024,18
2023-08-01,1143.400024,1152.650024,1136,1143.449951,18
2023-08-02,1143.949951,1144.300049,1126.449951,1135.25,18
2023-08-03,1130.25,1169.699951,1122.349976,1141,18
2023-08-04,1129,1145,1121.050049,1138.949951,18
2023-07-24,195.5,197,192.9499969,195.8999939,19
2023-07-25,196.5,201.3500061,195.8999939,200.6499939,19
2023-07-26,201.5,202.1499939,200,201.6000061,19
2023-07-27,201.75,203,200.6000061,201.9499969,19
2023-07-28,201.8500061,210.4499969,199.5,210,19
2023-07-31,212.1999969,218.9499969,209.6499939,218.3500061,19
2023-08-01,219.5500031,226.6499939,218.8500061,225.1499939,19
2023-08-02,225.0500031,225.1499939,216.8500061,219.1000061,19
2023-08-03,219.1000061,223.6000061,217.9499969,220.1000061,19
2023-08-04,221.6999969,222.1999969,217.6000061,217.9499969,19
2023-07-24,4862,4919,4851.149902,4882.75,20
2023-07-25,4884.5,4909.899902,4777.350098,4848.950195,20
2023-07-26,4890,4903.5,4840.950195,4870.450195,20
2023-07-27,4899,4908,4824.299805,4851,20
2023-07-28,4855,4900,4829.649902,4892.5,20
2023-07-31,4895.5,4938.399902,4866.049805,4931.399902,20
2023-08-01,4941.75,4978.649902,4899.149902,4923.950195,20
2023-08-02,4913.399902,4937.950195,4821.25,4832.100098,20
2023-08-03,4837,4913.649902,4806,4826.299805,20
2023-08-04,4830,4864.200195,4700,4712,20
2023-07-24,2978,2992.899902,2951.25,2979.199951,21
2023-07-25,2980,3032.899902,2972.75,3029,21
2023-07-26,3044.899902,3044.899902,2995,3008.350098,21
2023-07-27,3013.949951,3024.100098,2983.649902,3002.100098,21
2023-07-28,3008.149902,3010,2951.699951,2987,21
2023-07-31,2950,3017.949951,2950,3004.050049,21
2023-08-01,3024.850098,3027.5,2987.699951,3001.899902,21
2023-08-02,3005.649902,3005.699951,2960,2977.149902,21
2023-08-03,2937.949951,2986.949951,2883,2902.100098,21
2023-08-04,2919.949951,2935.800049,2898,2904.399902,21
2023-07-24,171.6499939,172.25,170.25,171,22
2023-07-25,172,173.3500061,171.3000031,173,22
2023-07-26,173.8500061,174.3000031,172,172.9499969,22
2023-07-27,173.4499969,173.6499939,170.6999969,171,22
2023-07-28,170.6999969,174.9499969,168.8999939,171.8000031,22
2023-07-31,172.8000031,177.5,171.3999939,177.0500031,22
2023-08-01,175.3000031,177,174.3000031,176.6999969,22
2023-08-02,177,178.6499939,174,175.9499969,22
2023-08-03,175.25,175.8000031,171.5,172.1000061,22
2023-08-04,173.3500061,174.4499969,172.1000061,173.3500061,22
2023-07-24,244.0500031,248.1499939,242.8500061,247.4499969,23
2023-07-25,248.9499969,251.5,248.1499939,251.1499939,23
2023-07-26,253.8999939,255.6499939,250,251,23
2023-07-27,252,253.3999939,249.6999969,250.6999969,23
2023-07-28,251.8000031,261.1499939,250.1000061,258.2000122,23
2023-07-31,262,267,259.1499939,266.0499878,23
2023-08-01,262,262,250.5,251.8000031,23
2023-08-02,252.8999939,253.8000031,246.6000061,248.5500031,23
2023-08-03,249,250.6000061,246.1000061,248.6999969,23
2023-08-04,248,249.0500031,246.6000061,247.3500061,23
2023-07-24,1196.5,1203.949951,1155.25,1161.849976,24
2023-07-25,1164,1164.699951,1145,1156.5,24
2023-07-26,1158,1167,1139.449951,1143.199951,24
2023-07-27,1111,1125,1082.300049,1099.900024,24
2023-07-28,1100,1100,1085.050049,1091.050049,24
2023-07-31,1095,1119,1087.150024,1115.5,24
2023-08-01,1120,1154.5,1119.900024,1143.5,24
2023-08-02,1143,1152.599976,1125.599976,1145.650024,24
2023-08-03,1140,1146.949951,1121.300049,1142.800049,24
2023-08-04,1153.949951,1181.849976,1142.800049,1175.199951,24
2023-07-24,1630,1660,1622,1657.5,25
2023-07-25,1664.900024,1664.900024,1635.050049,1648.849976,25
2023-07-26,1649.400024,1664.900024,1618.050049,1626.449951,25
2023-07-27,1641.5,1662.699951,1602,1614.550049,25
2023-07-28,1625,1630,1568.400024,1584.849976,25
2023-07-31,1565.800049,1602.800049,1565.800049,1598.300049,25
2023-08-01,1598.300049,1599.949951,1569.650024,1572.349976,25
2023-08-02,1572,1572.349976,1524,1527,25
2023-08-03,1522.900024,1522.900024,1477.800049,1493.650024,25
2023-08-04,1501.949951,1507.349976,1470.75,1486.300049,25
2023-07-24,5047,5048,4944.200195,4968.899902,26
2023-07-25,5007,5007,4875,4885.600098,26
2023-07-26,4900,4994.950195,4880,4983.600098,26
2023-07-27,4965,5016,4763.799805,4873.399902,26
2023-07-28,4904,4959.399902,4851,4903.350098,26
2023-07-31,4905.100098,4910.399902,4765.25,4793.950195,26
2023-08-01,4825.100098,4843.5,4750.100098,4817.350098,26
2023-08-02,4839,4839,4770,4809.450195,26
2023-08-03,4809.950195,4818.600098,4770,4798.950195,26
2023-08-04,4790,4832,4766.649902,4798.5,26
2023-07-24,229,232,228.5500031,230.9499969,27
2023-07-25,232.3000031,232.3500061,228.8500061,229.9499969,27
2023-07-26,230.5500031,231.1999969,228.8999939,230.5,27
2023-07-27,231,231.8999939,228.1499939,229.0500031,27
2023-07-28,229.6000061,229.9499969,226.8500061,227.1000061,27
2023-07-31,228.5,229.9499969,226.8500061,229.25,27
2023-08-01,230,241.3000031,228.9499969,240.3500061,27
2023-08-02,241.1499939,243.1499939,232.3000031,234.5500031,27
2023-08-03,234.5500031,235.1000061,229.4499969,230.0500031,27
2023-08-04,232.8000031,236.5,230.5,233.75,27
2023-07-24,789,789,773.2000122,775.6500244,28
2023-07-25,778,805.5,777,800.5499878,28
2023-07-26,807.4500122,809,800.0999756,805.4500122,28
2023-07-27,806,814.5,791,793.75,28
2023-07-28,795,806,786,804.1500244,28
2023-07-31,806.2000122,821.2000122,806.2000122,816.75,28
2023-08-01,823,825,816.9500122,820.9000244,28
2023-08-02,817,817.8499756,798.3499756,804.25,28
2023-08-03,804.25,809,794.2000122,804.4500122,28
2023-08-04,808,814.7999878,802.7999878,805.9500122,28
2023-07-24,23200,23322.30078,23090.19922,23237,29
2023-07-25,23323,23709.94922,23200,23681.80078,29
2023-07-26,23750,24340,23564.40039,24274.5,29
2023-07-27,24300,24314.34961,23764.65039,23869.55078,29
2023-07-28,24059.69922,24184.84961,23873.55078,24048.05078,29
2023-07-31,23800,24299,23800,24108.40039,29
2023-08-01,24200,24200,23980.84961,24102.05078,29
2023-08-02,24100,24100,23905,24045.09961,29
2023-08-03,24040,24223.75,23860.40039,24114.34961,29
2023-08-04,24230,24286,24102.5,24224.19922,29
2023-07-24,2655.100098,2665,2636.149902,2651.600098,30
2023-07-25,2648,2648,2587.800049,2607.399902,30
2023-07-26,2611.949951,2629.75,2593.050049,2618,30
2023-07-27,2613,2628.350098,2596.050049,2602.75,30
2023-07-28,2595,2628.399902,2587.149902,2615.850098,30
2023-07-31,2615.850098,2626.850098,2590.199951,2614.949951,30
2023-08-01,2615,2640.800049,2602.050049,2634.800049,30
2023-08-02,2639.899902,2643.949951,2608.850098,2626.75,30
2023-08-03,2626.949951,2636.550049,2570.050049,2584.5,30
2023-08-04,2590.050049,2618.649902,2584.550049,2609.800049,30
